parent_id,parent_time,parent_i,signal_time,signal_i,event_time,event_i,impulse_dir,split,child_rule,event_open,event_high,event_low,event_close,child_range,parent_exit_i,router_conf,p_rev,p_cont,source_row,entry,filled,fill_time,fill_i,outcome,gross_R,cost_R,signal_net_R,stop_frac,exit_time,episode_7d,prior_virtual_fills,vf1_mature,real_fill,real_R
69,2022-10-11 03:45:00+00:00,62158,2022-10-11 04:00:00+00:00,62159,2022-10-11 03:45:00+00:00,62159,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,19044.19,19080.58,19023.71,19077.32,56.87000000000262,62254,0.4753453020575121,0.4753453020575121,0.1010255483708331,69,19048.885,True,2022-10-11 04:15:00+00:00,62160.0,TP,1.5,0.16747744856689925,1.3325225514331007,0.002985476577763088,2022-10-11 08:00:00+00:00,27,1,True,True,1.3325225514331007
70,2022-11-21 23:45:00+00:00,66174,2022-11-22 00:15:00+00:00,66176,2022-11-21 23:45:00+00:00,66176,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,15866.32,15967.76,15856.32,15926.38,111.44000000000051,66270,0.3924682747583956,0.3924682747583956,0.1514310082113437,70,15870.66,True,2022-11-22 00:45:00+00:00,66178.0,SL,-1.0,0.07120719669777427,-1.0712071966977743,0.0070217621699412945,2022-11-22 06:00:00+00:00,28,0,False,False,0.0
71,2022-12-07 11:45:00+00:00,67662,2022-12-07 13:15:00+00:00,67668,2022-12-07 11:45:00+00:00,67668,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,16835.76,16868.51,16826.6,16851.9,41.909999999999854,67758,0.3152484836247357,0.3152484836247357,0.1592912567287139,71,16830.945,False,,,NO_FILL,0.0,0.0,0.0,0.0024900562624380184,,29,0,False,False,0.0
72,2022-12-19 19:45:00+00:00,68846,2022-12-19 20:45:00+00:00,68850,2022-12-19 19:45:00+00:00,68850,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,16593.01,16615.48,16584.83,16599.71,30.649999999997817,68942,0.3630164080153772,0.3630164080153772,0.2409113993810894,72,16584.385000000002,False,,,NO_FILL,0.0,0.0,0.0,0.0018481240033922158,,30,0,False,False,0.0
73,2022-12-30 07:45:00+00:00,69854,2022-12-30 08:15:00+00:00,69856,2022-12-30 07:45:00+00:00,69856,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,16482.45,16484.39,16458.25,16482.93,26.139999999999418,69950,0.3913032113290691,0.3913032113290691,0.163043415555506,73,16469.86,False,,,NO_FILL,0.0,0.0,0.0,0.001587141602903693,,31,0,False,False,0.0
74,2023-01-06 23:45:00+00:00,70590,2023-01-07 01:15:00+00:00,70596,2023-01-06 23:45:00+00:00,70596,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,16970.05,16970.36,16944.15,16951.9,26.209999999999127,70686,0.3206240896294449,0.3206240896294449,0.1124604403584315,74,16965.005,True,2023-01-07 01:30:00+00:00,70597.0,TP,1.5,0.3236361121709379,1.176363887829062,0.0015449450206468625,2023-01-07 06:00:00+00:00,32,0,False,False,0.0
75,2023-01-09 07:45:00+00:00,70814,2023-01-09 11:45:00+00:00,70830,2023-01-09 07:45:00+00:00,70830,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,17259.39,17264.52,17236.21,17238.93,28.31000000000131,70910,0.3268479081955767,0.3268479081955767,0.1230436508742255,75,17253.085,True,2023-01-09 12:30:00+00:00,70833.0,SL,-1.0,0.30471714941715294,-1.304717149417153,0.0016408659668691896,2023-01-09 13:30:00+00:00,32,1,True,True,-1.304717149417153
76,2023-02-09 07:45:00+00:00,73790,2023-02-09 08:15:00+00:00,73792,2023-02-09 07:45:00+00:00,73792,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,22683.93,22770.0,22681.19,22743.41,88.81000000000131,73886,0.3984719956720459,0.3984719956720459,0.1968851906887511,76,22699.004999999997,True,2023-02-09 08:30:00+00:00,73793.0,SL,-1.0,0.12779532147280523,-1.1277953214728051,0.003912506297082243,2023-02-09 12:30:00+00:00,33,0,False,False,0.0
77,2023-02-10 07:45:00+00:00,73886,2023-02-10 10:45:00+00:00,73898,2023-02-10 07:45:00+00:00,73898,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,21827.97,21855.47,21827.05,21849.38,28.42000000000189,73982,0.3602286776075005,0.3602286776075005,0.2660279478193906,77,21835.17,True,2023-02-10 11:00:00+00:00,73899.0,SL,-1.0,0.3841514778324867,-1.3841514778324866,0.001301569898471223,2023-02-10 11:00:00+00:00,33,1,True,True,-1.3841514778324866
78,2023-02-10 23:45:00+00:00,73950,2023-02-11 03:00:00+00:00,73963,2023-02-10 23:45:00+00:00,73963,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,21652.2,21725.95,21646.82,21701.84,79.13000000000102,74046,0.361605236764146,0.361605236764146,0.209323036354591,78,21662.275,False,,,NO_FILL,0.0,0.0,0.0,0.003652894259721152,,33,2,True,False,0.0
79,2023-02-13 19:45:00+00:00,74222,2023-02-13 20:00:00+00:00,74223,2023-02-13 19:45:00+00:00,74223,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,21607.81,21636.0,21559.95,21623.15,76.04999999999927,74318,0.3324570828618629,0.3324570828618629,0.1721198852474364,79,21585.125,False,,,NO_FILL,0.0,0.0,0.0,0.003523259652191001,,33,2,True,False,0.0
80,2023-02-25 23:45:00+00:00,75390,2023-02-26 02:30:00+00:00,75401,2023-02-25 23:45:00+00:00,75401,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,23084.56,23168.15,23079.99,23164.3,88.15999999999985,75486,0.3938359338480783,0.3938359338480783,0.1613983734078498,80,23120.22,False,,,NO_FILL,0.0,0.0,0.0,0.003813112504984808,,34,0,False,False,0.0
81,2023-03-08 07:45:00+00:00,76382,2023-03-08 08:30:00+00:00,76385,2023-03-08 07:45:00+00:00,76385,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,22008.49,22034.16,22001.03,22013.06,33.13000000000102,76478,0.4346363418702442,0.4346363418702442,0.2503663095642191,81,21996.495000000003,True,2023-03-08 08:45:00+00:00,76386.0,TP,1.5,0.33197245698761435,1.1680275430123856,0.0015061490478369857,2023-03-08 10:15:00+00:00,35,0,False,False,0.0
82,2023-03-09 11:45:00+00:00,76494,2023-03-09 13:45:00+00:00,76502,2023-03-09 11:45:00+00:00,76502,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,21643.66,21730.77,21642.81,21703.76,87.95999999999913,76590,0.4083582900970384,0.4083582900970384,0.2458798613000155,82,21659.78,False,,,NO_FILL,0.0,0.0,0.0,0.004060983075543663,,35,1,True,False,0.0
83,2023-03-10 03:45:00+00:00,76558,2023-03-10 05:15:00+00:00,76564,2023-03-10 03:45:00+00:00,76564,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,19887.0,19988.47,19880.0,19953.06,108.47000000000116,76654,0.4695738530314031,0.4695738530314031,0.2120019289018231,83,19898.825,False,,,NO_FILL,0.0,0.0,0.0,0.005451075628837439,,35,1,True,False,0.0
84,2023-03-30 03:45:00+00:00,78473,2023-03-30 04:45:00+00:00,78477,2023-03-30 03:45:00+00:00,78477,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,28613.01,28628.83,28560.38,28587.64,68.45000000000073,78569,0.3645353181131145,0.3645353181131145,0.1556497028624433,84,28621.864999999998,True,2023-03-30 05:45:00+00:00,78481.0,SL,-1.0,0.20907132943754342,-1.2090713294375435,0.002391528294889265,2023-03-30 07:30:00+00:00,36,0,False,False,0.0
85,2023-04-14 07:45:00+00:00,79929,2023-04-14 08:30:00+00:00,79932,2023-04-14 07:45:00+00:00,79932,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,30696.04,30747.64,30693.59,30693.6,54.04999999999927,80025,0.3223626213276489,0.3223626213276489,0.1570430367244652,85,30720.625,True,2023-04-14 08:45:00+00:00,79933.0,SL,-1.0,0.28418709528215,-1.28418709528215,0.0017594043089943408,2023-04-14 09:30:00+00:00,37,0,False,False,0.0
86,2023-04-18 03:45:00+00:00,80297,2023-04-18 04:15:00+00:00,80299,2023-04-18 03:45:00+00:00,80299,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,29447.74,29492.2,29442.56,29459.68,49.63999999999942,80393,0.4251832779600089,0.4251832779600089,0.1687363585990246,86,29434.86,False,,,NO_FILL,0.0,0.0,0.0,0.0016864357431969922,,37,1,True,False,0.0
87,2023-04-21 07:45:00+00:00,80601,2023-04-21 10:15:00+00:00,80611,2023-04-21 07:45:00+00:00,80611,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,28082.36,28152.62,28080.3,28111.1,72.31999999999971,80697,0.3970659703490476,0.3970659703490476,0.2940874468585854,87,28074.94,True,2023-04-21 10:30:00+00:00,80612.0,SL,-1.0,0.19410218473451404,-1.1941021847345141,0.0025759627625205864,2023-04-21 10:30:00+00:00,37,1,True,True,-1.1941021847345141
88,2023-04-21 23:45:00+00:00,80665,2023-04-22 01:30:00+00:00,80672,2023-04-21 23:45:00+00:00,80672,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,27225.69,27278.43,27208.25,27277.84,70.18000000000029,80761,0.3721540945374665,0.3721540945374665,0.2126688043496371,88,27242.75,True,2023-04-22 02:15:00+00:00,80675.0,TP,1.5,0.19409197777144405,1.305908022228556,0.00257609822796892,2023-04-22 03:45:00+00:00,37,2,True,True,1.305908022228556
89,2023-05-08 11:45:00+00:00,82249,2023-05-08 13:15:00+00:00,82255,2023-05-08 11:45:00+00:00,82255,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,27852.89,27971.79,27846.08,27929.38,125.70999999999913,82345,0.4016200432150402,0.4016200432150402,0.1477749788821428,89,27866.525,True,2023-05-08 13:45:00+00:00,82257.0,SL,-1.0,0.11083654840506003,-1.11083654840506,0.004511147335378169,2023-05-08 14:30:00+00:00,38,0,False,False,0.0
90,2023-05-10 19:45:00+00:00,82473,2023-05-10 20:15:00+00:00,82475,2023-05-10 19:45:00+00:00,82475,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,27709.12,27982.23,27709.11,27856.92,273.119999999999,82569,0.3366662244260489,0.3366662244260489,0.2236831153290215,90,27720.36,True,2023-05-10 21:15:00+00:00,82479.0,SL,-1.0,0.0507475834797893,-1.0507475834797892,0.009852685895854129,2023-05-10 21:15:00+00:00,38,1,True,True,-1.0507475834797892
91,2023-05-11 19:45:00+00:00,82569,2023-05-11 20:00:00+00:00,82570,2023-05-11 19:45:00+00:00,82570,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,26843.06,26906.39,26807.22,26904.1,99.16999999999825,82665,0.3449137885309996,0.3449137885309996,0.1916504129485469,91,26854.515,False,,,NO_FILL,0.0,0.0,0.0,0.003692861330766847,,38,2,True,False,0.0
92,2023-05-25 03:45:00+00:00,83849,2023-05-25 04:15:00+00:00,83851,2023-05-25 03:45:00+00:00,83851,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,26201.79,26254.33,26194.13,26207.93,60.20000000000073,83945,0.4250985744886508,0.4250985744886508,0.1920873284492975,92,26177.83,False,,,NO_FILL,0.0,0.0,0.0,0.002299655853827484,,39,0,False,False,0.0
93,2023-06-30 15:45:00+00:00,87353,2023-06-30 16:30:00+00:00,87356,2023-06-30 15:45:00+00:00,87356,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,30135.92,30448.27,30117.03,30380.0,331.2400000000016,87449,0.3156881446035925,0.3156881446035925,0.2119657680923152,93,30214.379999999997,False,,,NO_FILL,0.0,0.0,0.0,0.010962991793973653,,40,0,False,False,0.0
94,2023-07-18 19:45:00+00:00,89097,2023-07-18 22:45:00+00:00,89109,2023-07-18 19:45:00+00:00,89109,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,29808.18,29825.87,29798.74,29819.68,27.12999999999738,89193,0.3342019058007003,0.3342019058007003,0.1516310314130003,94,29806.115,True,2023-07-18 23:00:00+00:00,89110.0,TP,1.5,0.549320217471487,0.950679782528513,0.00091021590703778,2023-07-18 23:45:00+00:00,41,0,False,False,0.0
95,2023-07-24 15:45:00+00:00,89657,2023-07-24 16:30:00+00:00,89660,2023-07-24 15:45:00+00:00,89660,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,29096.8,29151.46,29080.0,29107.99,71.45999999999913,89753,0.3607704857407801,0.3607704857407801,0.1889590717351532,95,29072.260000000002,True,2023-07-24 17:30:00+00:00,89664.0,SL,-1.0,0.20341631682060146,-1.2034163168206016,0.0024580132401127094,2023-07-24 18:00:00+00:00,41,1,True,True,-1.2034163168206016
96,2023-08-08 23:45:00+00:00,91129,2023-08-09 00:45:00+00:00,91133,2023-08-08 23:45:00+00:00,91133,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,29794.01,29819.53,29782.0,29782.01,37.529999999998836,91225,0.3169202222921659,0.3169202222921659,0.127399169999429,96,29800.774999999998,True,2023-08-09 01:00:00+00:00,91134.0,SL,-1.0,0.397026045830015,-1.397026045830015,0.0012593632212584685,2023-08-09 01:15:00+00:00,42,0,False,False,0.0
97,2023-08-31 23:45:00+00:00,93337,2023-09-01 00:15:00+00:00,93339,2023-08-31 23:45:00+00:00,93339,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,25990.71,26034.97,25988.16,26028.72,46.81000000000131,93433,0.4026125812996839,0.4026125812996839,0.3651234250920521,97,26005.315000000002,True,2023-09-01 01:00:00+00:00,93342.0,TP,1.5,0.2777752082888194,1.2222247917111806,0.0018000166504424694,2023-09-01 02:30:00+00:00,43,0,False,False,0.0
98,2023-09-01 19:45:00+00:00,93417,2023-09-01 20:30:00+00:00,93420,2023-09-01 19:45:00+00:00,93420,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,25738.02,25937.42,25735.64,25783.65,201.77999999999884,93513,0.3659534065401071,0.3659534065401071,0.3060088939976844,98,25682.760000000002,False,,,NO_FILL,0.0,0.0,0.0,0.007856632231115301,,43,1,True,False,0.0
99,2023-09-11 23:45:00+00:00,94393,2023-09-12 00:00:00+00:00,94394,2023-09-11 23:45:00+00:00,94394,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,25162.53,25192.41,25154.15,25191.05,38.2599999999984,94489,0.3606895471426328,0.3606895471426328,0.1720190191698975,99,25171.92,True,2023-09-12 00:15:00+00:00,94395.0,TP,1.5,0.3289587036069139,1.171041296393086,0.0015199476241779888,2023-09-12 00:45:00+00:00,44,0,False,False,0.0
100,2023-09-24 19:45:00+00:00,95625,2023-09-24 20:45:00+00:00,95629,2023-09-24 19:45:00+00:00,95629,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,26470.45,26511.95,26465.33,26502.0,46.61999999999898,95721,0.3203319423278289,0.3203319423278289,0.15366254482189,100,26478.690000000002,True,2023-09-24 21:00:00+00:00,95630.0,SL,-1.0,0.28398423423424046,-1.2839842342342405,0.0017606611203197355,2023-09-24 23:15:00+00:00,45,0,False,False,0.0
101,2023-09-25 03:45:00+00:00,95657,2023-09-25 04:15:00+00:00,95659,2023-09-25 03:45:00+00:00,95659,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,26169.02,26195.44,26169.01,26177.69,26.43000000000029,95753,0.3873872985629117,0.3873872985629117,0.2067186673171892,101,26164.475,True,2023-09-25 04:30:00+00:00,95660.0,SL,-1.0,0.4949768255769903,-1.4949768255769902,0.001010148302230421,2023-09-25 04:30:00+00:00,45,1,True,True,-1.4949768255769902
102,2023-10-11 07:45:00+00:00,97209,2023-10-11 09:45:00+00:00,97217,2023-10-11 07:45:00+00:00,97217,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,27196.28,27288.98,27183.32,27285.44,105.65999999999985,97305,0.4101888187997875,0.4101888187997875,0.224862910814572,102,27232.61,True,2023-10-11 10:00:00+00:00,97218.0,SL,-1.0,0.12886906113950425,-1.1288690611395042,0.0038799072141818157,2023-10-11 12:30:00+00:00,46,0,False,False,0.0
103,2023-10-11 19:45:00+00:00,97257,2023-10-11 21:00:00+00:00,97262,2023-10-11 19:45:00+00:00,97262,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,26725.28,26739.06,26703.72,26735.11,35.340000000000146,97353,0.335505025421751,0.335505025421751,0.2476284615596799,103,26717.440000000002,True,2023-10-11 21:15:00+00:00,97263.0,SL,-1.0,0.3780056593095627,-1.3780056593095626,0.0013227315191874725,2023-10-11 21:30:00+00:00,46,1,True,True,-1.3780056593095626
104,2023-12-26 19:45:00+00:00,104553,2023-12-26 20:15:00+00:00,104555,2023-12-26 19:45:00+00:00,104555,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,42128.88,42198.77,42082.57,42157.5,116.19999999999709,104649,0.4059913688300692,0.4059913688300692,0.1273968957449112,104,42099.4,False,,,NO_FILL,0.0,0.0,0.0,0.0027601343487079883,,47,0,False,False,0.0
105,2023-12-29 23:45:00+00:00,104857,2023-12-30 00:00:00+00:00,104858,2023-12-29 23:45:00+00:00,104858,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,42066.94,42100.0,42011.23,42099.99,88.7699999999968,104953,0.3778254894729148,0.3778254894729148,0.196743867154594,105,42055.604999999996,False,,,NO_FILL,0.0,0.0,0.0,0.00211077691071135,,47,0,False,False,0.0
106,2024-01-18 23:45:00+00:00,106777,2024-01-19 00:45:00+00:00,106781,2024-01-18 23:45:00+00:00,106781,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,41277.2,41344.99,41272.59,41290.5,72.40000000000146,106873,0.3843368293386731,0.3843368293386731,0.1284036296384467,106,41254.3,True,2024-01-19 01:00:00+00:00,106782.0,SL,-1.0,0.2849053867403258,-1.2849053867403257,0.0017549685729730342,2024-01-19 01:15:00+00:00,48,0,False,False,0.0
107,2024-01-26 23:45:00+00:00,107545,2024-01-27 00:30:00+00:00,107548,2024-01-26 23:45:00+00:00,107548,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,41784.01,41815.86,41757.62,41760.71,58.23999999999796,107641,0.3360801182038873,0.3360801182038873,0.117064579945331,107,41789.83,True,2024-01-27 01:00:00+00:00,107550.0,SL,-1.0,0.35877257898352904,-1.358772578983529,0.0013936405101432085,2024-01-27 01:15:00+00:00,49,0,False,False,0.0
