R,signal_ts,entry_ts,exit_ts,side,signal_z,signal_abs_z,confirm_z,confirm_age_min,max_adverse_atr,response_ratio,vol_state,prior_same_extreme_gap_min,exit_reason
1.4574775548849894,1609480800,1609482300,1609485060,-1,1.5308934532624656,1.5308934532624656,1.4240585681081994,25.0,0.5364192574956477,0.7052023108240627,0,,PROTECTED_STOP
0.09391028174167002,1609526400,1609526520,1609526880,-1,1.1193553233321842,1.1193553233321842,1.1193553233321842,2.0,0.23702980941668275,3.2017075638670214,0,35.0,PROTECTED_STOP
-1.0083988751157764,1609540200,1609540800,1609546620,1,-1.0472344273325496,1.0472344273325496,-1.4492170041703218,10.0,0.359276001447507,1.4634321182976404,0,40.0,SL
1.9815921264682375,1609590300,1609590360,1609591560,1,-2.1108522868294135,2.1108522868294135,-2.1108522868294135,1.0,0.0,1101958298.5180683,0,95.0,PROTECTED_STOP
-1.0038859750545428,1609595100,1609595160,1609595940,-1,1.7543880797529434,1.7543880797529434,1.7543880797529434,1.0,0.0,787333409.8804542,0,1140.0,SL
0.09747282511151703,1609614000,1609614060,1609618140,-1,1.4889798281234503,1.4889798281234503,1.4889798281234503,1.0,0.0,822931400.4284478,0,45.0,PROTECTED_STOP
0.09743616073757701,1609668600,1609668720,1609669320,-1,1.364188936246552,1.364188936246552,1.364188936246552,2.0,0.0,517495179.0022293,0,35.0,PROTECTED_STOP
0.0972319937432066,1609725300,1609725660,1609740420,-1,1.1078176301865728,1.1078176301865728,0.8563896458468452,6.0,0.011124772484448903,35.66441120854005,0,110.0,PROTECTED_STOP
-1.0011931903788474,1609757700,1609758600,1609762740,-1,2.3737754461212215,2.3737754461212215,1.566777893177002,15.0,0.3264733563930904,2.0150201921385786,0,210.0,SL
0.40361576213932315,1609766700,1609767180,1609771200,1,-1.9818985946243959,1.9818985946243959,-1.186847758621507,8.0,0.0,326533429.54851884,0,185.0,EXIT_Z
-1.003057012544919,1609866900,1609867680,1609869600,-1,1.0176493306102345,1.0176493306102345,0.880066099130665,13.0,0.1120310850808224,3.768354396743024,0,400.0,SL
0.09693406814653584,1609884600,1609884960,1609885440,1,-1.1731001114160704,1.1731001114160704,-1.3427541505717908,6.0,0.08719459046420185,4.10974101328595,0,355.0,PROTECTED_STOP
0.09704027901417529,1609907400,1609907460,1609907580,-1,2.306057758397049,2.306057758397049,2.306057758397049,1.0,0.02783454743785698,29.37297191768667,0,505.0,PROTECTED_STOP
-1.0027640349981886,1609943100,1609944900,1609948860,-1,1.118237736898888,1.118237736898888,1.5904266058205792,30.0,0.6516229592993055,0.5387474438860841,0,35.0,SL
0.012494601115384084,1609949100,1609949160,1609950000,-1,1.1592006749362564,1.1592006749362564,1.1592006749362564,1.0,0.0,475395321.3533773,0,40.0,EXIT_Z
0.09650240082105284,1609994700,1609995720,1609996200,-1,1.0335681343649585,1.0335681343649585,-0.6902184609301957,17.0,0.18398343459533015,3.247712001871631,0,555.0,PROTECTED_STOP
